TITULO_ORIGINAL,TITULO_BRASIL,RAZAO_SOCIAL_DISTRIBUIDORA,PAIS_OBRA,PUBLICO,ANO
LE OTTO MONTAGNE,AS 8 MONTANHAS,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ITÁLIA,9144,"2023, 2024"
LE PARC,O PARQUE,ZETA FILMES LTDA,FRANÇA,658,"2018, 2019"
LE PRÉNOM,QUAL É O NOME DO BEBÊ?,ESFERA PRODUÇÕES CULTURAIS EIRELI,FRANÇA,639,"2014, 2015"
LE RAVISSEMENT,RAPTO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,1733,2024
LE REDOUBTABLE,O FORMIDÁVEL,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,20651,"2017, 2018"
LE REGARD DE CHARLES,AZNAVOUR POR CHARLES,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,595,"2021, 2022"
LE RETOUR,DE VOLTA À CÓRSEGA,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,308,"2023, 2024"
LE RETOUR DU HÉROS,O RETORNO DO HERÓI,A2 DISTRIBUIDORA DE FILMES LTDA EPP,BÉLGICA,18099,2018
LE RÈGNE DE LA BEAUTÉ,O REINO DA BELEZA,P & M DISTRIBUIDORA DE FILMES LTDA,CANADÁ,2343,2017
LE SEL DE LA TERRE,O SAL DA TERRA,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,138214,"2015, 2016, 2019"
LE SKYLAB,O VERÃO DO SKYLAB,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,306,"2014, 2015"
LE THÉORÈME DE MARGUERITE,O DESAFIO DE MARGUERITE,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,FRANÇA,1153,"2023, 2024"
LE TOUT NOUVEAU TESTAMENT,O NOVÍSSIMO TESTAMENTO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,BÉLGICA,20599,2016
LE TRÉSOR DU PETIT NICOLAS,O TESOURO DO PEQUENO NICOLAU,ANTONIO FERNANDES FILMES LTDA,BÉLGICA,23138,"2022, 2023"
LE VOYAGE DE FANNY,A VIAGEM DE FANNY,MARES FILMES EIRELI,FRANÇA,14039,"2017, 2018"
LE WEEK-END,UM FIM DE SEMANA EM PARIS,RJ DISTRIBUIDORA DE FILMES LTDA,REINO UNIDO,35433,2015
LEAGUE OF LEGENDS WORLD CHAMPIONSHIP FINAL,LEAGUE OF LEGENDS WORLD CHAMPIONSHIP FINAL,CINECOLOR DO BRASIL LTDA,ESTADOS UNIDOS,3286,2022
LEAN ON PETE,A ROTA SELVAGEM,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,3715,"2018, 2019"
LEAVE,PACTO COM O DEMÔNIO,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,NORUEGA,41542,2024
LEFT BEHIND,O APOCALIPSE,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,631828,"2014, 2015"
LEFT BEHIND: RISE OF THE ANTICHRIST,DEIXADOS PARA TRÁS: O INÍCIO DO FIM,WMIX DISTRIBUIDORA LTDA.,CANADÁ,161035,2023
LEGADO ITALIANO,,LANCA DISTRIBUIDORA DE FILMES LTDA,BRASIL,88,"2020, 2021"
LEGALIDADE,,BOULEVARD FILMES LTDA,BRASIL,15993,2019
LEGALIZE JÁ - AMIZADE NUNCA MORRE,,WMIX DISTRIBUIDORA LTDA.,BRASIL,36283,"2018, 2019"
LEGENDS OF OZ: DOROTHY'S RETURN,A LENDA DE OZ,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,542092,"2014, 2015"
LEGO BATMAN THE MOVIE DC SUPER HEROES UNITE,BATMAN LEGO - O FILME: SUPER HEROIS SE UNEM,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,305,2020
LEMALE ET HA'HALAL,PREENCHENDO O VAZIO,CAFCO FILMES EIRELI - ME (BAIXADO),ISRAEL,170,2014
LEMBRO MAIS DOS CORVOS,,VITRINE FILMES LTDA,BRASIL,1996,"2019, 2020"
LEONORA ADDIO,"LEONORA, ADEUS",RISI FILM BRASIL LTDA.,ITÁLIA,334,2023
LES ADIEUX À LA REINE,"ADEUS, MINHA RAINHA",MARES FILMES EIRELI,ESPANHA,215,2014
LES AMOURS D'ANAÏS,OS AMORES DELA,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,2583,"2022, 2023"
LES ANARCHISTES,OS ANARQUISTAS,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,14542,"2016, 2017"
LES BEAUX JOURS,OS BELOS DIAS,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,77,2015
LES BEAUX JOURS D'ARANJUEZ,OS BELOS DIAS DE ARANJUEZ,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ALEMANHA,17088,"2016, 2017, 2018"
LES CHAISES MUSICALES,ESPERANDO ACORDADA,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,5902,"2016, 2017"
LES CHEVALIERS BLANCS,OS CAVALEIROS BRANCOS,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,BÉLGICA,1688,"2016, 2017"
LES CHOSES HUMAINES,A ACUSAÇÃO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,6758,"2022, 2023"
LES COMBATTANTS,AMOR À PRIMEIRA BRIGA,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,3274,2015
LES CONTES DE LA NUIT,CONTOS DA NOITE,ZETA FILMES LTDA,FRANÇA,399,"2014, 2015"
LES COWBOYS,OS COWBOYS,BONFILM PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA,FRANÇA,2931,"2017, 2018"
LES DEUX AMIS,DOIS AMIGOS,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,9275,"2015, 2016"
LES ENFANTS DES AUTRES,OS FILHOS DOS OUTROS,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,FRANÇA,1604,2023
LES ESTIVANTS,A CASA DE VERANEIO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,8101,"2019, 2020"
LES FANTOMES D’ISMAËL,OS FANTASMAS DE ISMAEL,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,8820,"2018, 2020"
LES FAUSSES CONFIDENCES,AS FALSAS CONFIDÊNCIAS,OMF SERVICOS & CONSULTORIA LTDA,FRANÇA,14107,"2017, 2018"
LES FILLES D'OLFA,AS 4 FILHAS DE OLFA,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,ALEMANHA,1531,2024
LES GRAND ESPRITS,O MELHOR PROFESSOR DA MINHA VIDA,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,21793,2017
LES HIRONDELLES DE KABOUL,OS OLHOS DE CABUL,VITRINE FILMES LTDA,FRANÇA,188,"2020, 2021"
LES INNOCENTES,AGNUS DEI,MARES FILMES EIRELI,FRANÇA,47009,"2016, 2017"
LES INVISIBLES,AS INVISÍVEIS,OMF SERVICOS & CONSULTORIA LTDA,FRANÇA,7084,2020
LES MISÉRABLES,OS MISERÁVEIS,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,FRANÇA,24880,"2019, 2020"
LES NEIGES DU KILIMANDJARO,AS NEVES DO KILIMANJARO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,365,2015
"LES OLYMPIADES, PARIS 13E","PARIS, 13º DISTRITO",ANTONIO FERNANDES FILMES LTDA,FRANÇA,2256,2022
LES PLUS BELLES ANNÉES D’UNE VIE,OS MELHORES ANOS DE UMA VIDA,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,6282,"2020, 2021"
LES PROMESSES,BELAS PROMESSAS,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,3251,2023
LES SALAUDS,BASTARDOS,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ALEMANHA,338,2014
LES SAVEURS DU PALAIS,OS SABORES DO PALÁCIO,MARES FILMES EIRELI,FRANÇA,256,2014
LES TRADUCTEURS,OS TRADUTORES,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,5353,"2021, 2022"
LES VACANCES DU PETIT NICOLAS,AS FÉRIAS DO PEQUENO NICOLAU,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,55384,"2014, 2015, 2016"
LES YEUX JAUNES DES CROCODILES,OS OLHOS AMARELOS DOS CROCODILOS,MARES FILMES EIRELI,FRANÇA,12786,2015
LES ÂMES SOEURS,ALMAS GÊMEAS,ZETA FILMES LTDA,FRANÇA,640,"2023, 2024"
LESTE OESTE,,KINOPUS AUDIOVISUAL LTDA - ME,BRASIL,366,"2019, 2020"
LETHAL WEAPON,MÁQUINA MORTÍFERA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,3,2021
LETO,LETO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,2242,"2018, 2019, 2020"
LEVANTE,,LIRA FILMES PRODUÇÕES LTDA ME,BRASIL,3027,2024
LEVIATHAN,LEVIATÃ,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,RÚSSIA,41192,2015
LIBELU - ABAIXO A DITADURA,,BOULEVARD FILMES LTDA,BRASIL,209,"2021, 2022"
LIBERDADE É UMA GRANDE PALAVRA,,ELO AUDIOVISUAL SERVIÇOS LTDA,BRASIL,61,"2019, 2020"
LIBERTÉ,LIBERTÉ,ZETA FILMES LTDA,ALEMANHA,652,"2020, 2021, 2022"
LICORICE PIZZA,LICORICE PIZZA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,56018,"2022, 2023"
LIEBESDINGS,COISAS DO AMOR,A2 DISTRIBUIDORA DE FILMES LTDA EPP,ALEMANHA,318,2023
LIFE,LIFE - UM RETRATO DE JAMES DEAN,SM DISTRIBUIDORA DE FILMES LTDA,REINO UNIDO,4927,2016
LIFE,VIDA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,310747,2017
LIFE ITSELF,A VIDA EM SI,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,85548,"2018, 2019"
LIFE OF A KING,JOGADA DE REI,SANTOS FILMES LTDA,ESTADOS UNIDOS,1952,2014
LIFE OF CRIME,SEM DIREITO A RESGATE,H20 PRODUÇÕES LTDA,ESTADOS UNIDOS,20109,2015
LIFE OF PI,AS AVENTURAS DE PI,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,17,2014
LIGHT OF MY LIFE,A LUZ NO FIM DO MUNDO,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,7335,2019
LIGHTS OUT,QUANDO AS LUZES SE APAGAM,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,822585,2016
LIGHTYEAR,LIGHTYEAR,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,1287208,2022
LIKE SOMEONE IN LOVE,UM ALGUÉM APAIXONADO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,86,2016
LILITH,,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BRASIL,617,2024
LILLE ALLAN - DEN MENNESKELIGE ANTENNE,MISSÃO ANTENA: UMA AVENTURA INTERGALÁCTICA,CLUBE FILMES LTDA,DINAMARCA,5280,2023
LILO & STITCH,LILO & STITCH,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,1712,2015
"LIMA BARRETO, AO TERCEIRO DIA",,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,BRASIL,1179,2022
LIMIAR,,INSTITUTO TATURANA,BRASIL,58,2021
LINDA DE MORRER,,FOX FILM DO BRASIL LTDA,BRASIL,959430,2015
LINHA DE FRENTE,,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,27,2023
LINO - UMA AVENTURA DE SETE VIDAS,,FOX FILM DO BRASIL LTDA,BRASIL,314615,"2017, 2018"
LION,LION - UMA JORNADA PARA CASA,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,208867,2017
LIRA PAULISTANA E A VANGUARDA PAULISTA,,BUSCA VIDA FILMES E PRODUÇÕES LTDA,BRASIL,286,2014
LISA REDLER,AMANTES,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,4952,"2022, 2023"
LISTEN UP PHILIP,CALA BOCA PHILIP,ZETA FILMES LTDA,ESTADOS UNIDOS,2735,2015
LITERALMENTE ESPECIAIS,,LATINAMERICA ENTRETENIMENTO INTERNACIONAL LTDA,BRASIL,295,2018
LITTLE BOY,LITTLE BOY - ALEM DO IMPOSSIVEL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,ESTADOS UNIDOS,7406,2016
LITTLE FUGITIVE,O PEQUENO FUGITIVO,CIRCUITO CINEARTE LTDA,ESTADOS UNIDOS,3485,"2014, 2015"
LITTLE MEN,MELHORES AMIGOS,RJ DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,6351,2017
LITTLE MISS DOLITTLE,A PEQUENA TRAVESSA,SM DISTRIBUIDORA DE FILMES LTDA,ALEMANHA,9298,2019
LITTLE SISTER,IRMÃ,OMF SERVICOS & CONSULTORIA LTDA,ESTADOS UNIDOS,3549,"2016, 2017"
LITTLE TICKLES,INOCENCIA ROUBADA,A2 DISTRIBUIDORA DE FILMES LTDA EPP,FRANÇA,7909,2019
LITTLE WOMEN,ADORÁVEIS MULHERES,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,351843,"2020, 2021"
LIVE BY NIGHT,A LEI DA NOITE,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,42225,2017
LIZZIE,LIZZIE,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,11001,"2018, 2019"
LO QUE QUEDA EN EL CAMINO,,LIRA FILMES PRODUÇÕES LTDA ME,ALEMANHA,185,2024
LOBO E CÃO,LOBO E CÃO,CSF DISTRIBUIDORA & STREAMING LTDA,FRANÇA,446,2023
LOGAN,LOGAN,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,6390740,2017
LOGAN LUCKY,LOGAN LUCKY - ROUBO EM FAMÍLIA,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,17443,2017
LOLA AND HER BROTHERS,LOLA E SEUS IRMÃOS,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,4000,2022
LOLA PATER,LOLA PATER,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,BÉLGICA,9252,"2017, 2018"
LOLA VERS LA MER,LOLA E O MAR,CSF DISTRIBUIDORA & STREAMING LTDA,BÉLGICA,161,2022
LOLITA,LOLITA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,97,2020
LOLO,LOLO - O FILHO DA MINHA NAMORADA,MARES FILMES EIRELI,FRANÇA,17728,2016
LONDON HAS FALLEN,INVASÃO À LONDRES,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,543098,2016
LONE SURVIVOR,O GRANDE HERÓI,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,99272,2014
LONG DAY'S JOURNEY INTO NIGHT,LONGA JORNADA NOITE ADENTRO,ZETA FILMES LTDA,CHINA,1947,2019
LONG SHOT,CASAL IMPROVÁVEL,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,129743,"2019, 2020"
LONGLEGS,VÍNCULO MORTAL,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,545412,2024
LONGWAVE,LONGWAVE - NAS ONDAS DA REVOLUÇÃO,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,1716,"2014, 2015"
LOOK AWAY,NÃO OLHE!,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,14523,2019
LOOP,,ELO AUDIOVISUAL SERVIÇOS LTDA,BRASIL,24,"2021, 2023"
LORD OF MISRULES,O SENHOR DO CAOS,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,INGLATERRA,17522,"2023, 2024"
LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,O SENHOR DOS ANEIS: A SOCIEDADE DO ANEL,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,3257,"2014, 2020, 2023, 2024"
LORE,LORE,MARES FILMES EIRELI,ALEMANHA,3993,2014
LOS AMANTES PASAJEROS,OS AMANTES PASSAGEIROS,SM DISTRIBUIDORA DE FILMES LTDA,ESPANHA,76,2014
LOS COLONOS,OS COLONOS,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,CHILE,627,2024
LOS CONDUCTOS,LOS CONDUCTOS,OLHAR DISTRIBUICAO DE FILMES LTDA,COLÔMBIA,118,2022
LOS DELINCUENTES,,VITRINE FILMES LTDA,ARGENTINA,3061,2023
LOS HERMANOS: ESSE É SÓ O COMEÇO DO FIM DA NOSSA VIDA,,ELIMAR PRODUÇÕES ARTÍSTICAS LTDA,BRASIL,5332,2015
LOS LOBOS,LOS LOBOS,VITRINE FILMES LTDA,MÉXICO,802,2021
LOS PERROS,CACHORROS,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,CHILE,5107,"2018, 2019"
LOS SILENCIOS,,VITRINE FILMES LTDA,BRASIL,10076,"2019, 2020"
LOS TERRITORIOS,,VITRINE FILMES LTDA,ARGENTINA,878,"2018, 2019"
LOST TRANSPORT,TRÊS MULHERES - UMA ESPERANÇA,A2 DISTRIBUIDORA DE FILMES LTDA EPP,ALEMANHA,2853,2023
LOU (2016),LOU,CINEMATOGRÁFICA DISTRIBUIDORA DE FILMES LTDA,ALEMANHA,44763,"2017, 2018"
LOUCAS PRA CASAR,,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,BRASIL,3732799,2015
LOUDER THAN BOMBS,MAIS FORTE QUE BOMBAS,VITRINE FILMES LTDA,DINAMARCA,9216,2016
LOVE,LOVE,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,BÉLGICA,40429,"2015, 2016, 2017"
LOVE & MERCY,LOVE & MERCY - THE BEACH BOYS - UMA HISTÓRIA DE SUCESSO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,569,2015
LOVE AGAIN,O AMOR MANDOU MENSAGEM,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,69970,2023
LOVE AGAIN,O AMOR MANDOU MENSAGEM,STARK'S CINEMA E LANCHONETE LTDA.,ESTADOS UNIDOS,470,2023
LOVE AND FRIENDSHIP,AMOR & AMIZADE,ANTONIO FERNANDES FILMES LTDA,FRANÇA,31622,2016
LOVE FILM FESTIVAL,,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,BRASIL,2532,2017
LOVE IS STRANGE,O AMOR É ESTRANHO,RJ DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,16179,2015
LOVE LIES BLEEDING,LOVE LIES BLEEDING - O AMOR SANGRA,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,ESTADOS UNIDOS,23729,2024
LOVE PUNCH,UM PLANO BRILHANTE,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,FRANÇA,63076,2014
LOVE STORY,LOVE STORY - UMA HISTÓRIA DE AMOR,CINEMARK BRASIL S.A,ESTADOS UNIDOS,1436,2014
LOVE THE COOPERS,O NATAL DOS COOPERS,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,67662,2015
"LOVE, ROSIE",SIMPLESMENTE ACONTECE,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,490652,2015
"LOVE, SIMON","COM AMOR, SIMON",FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,320499,"2018, 2019"
"LOVE, WEDDINGS & OTHER DISASTERS","AMOR, CASAMENTOS E OUTROS DESASTRES",ANTONIO FERNANDES FILMES LTDA,ESTADOS UNIDOS,2977,2021
LOVELACE,LOVELACE,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,46,2014
LOVELESS,SEM AMOR,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,FRANÇA,15042,"2017, 2018"
LOVING PABLO,ESCOBAR: A TRAIÇÃO,ANTONIO FERNANDES FILMES LTDA,ESPANHA,70879,2018
LOVING VINCENT,"COM AMOR, VAN GOGH",CANNES PRODUÇÕES S/A,ESTADOS UNIDOS,128861,"2017, 2018"
LOVING VINCENT: THE IMPOSSIBLE DREAM,COM AMOR VAN GOGH - O SONHO IMPOSSÍVEL,ENCRIPTA S/A,POLÔNIA,45,2020
LUA EM SAGITÁRIO,,ELO AUDIOVISUAL SERVIÇOS LTDA,ARGENTINA,3320,"2016, 2017"
LUANA MUNIZ - FILHA DA LUA,,LIRA FILMES PRODUÇÕES LTDA ME,BRASIL,810,2021
LUCCAS E GI EM: DINOSSAUROS,,H2O DISTRIBUIDORA DE FILMES LTDA,BRASIL,26058,2024
LUCICREIDE VAI PRA MARTE,,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,BRASIL,14826,2021
LUCKY,LUCKY,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,10143,"2017, 2018, 2019, 2020"
LUCY,LUCY,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,FRANÇA,1784275,2014
LUIS AND THE ALIENS,AMIGOS ALIENÍGENAS,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,ALEMANHA,52177,"2018, 2019"
LUIZ CARLINI - GUITARRISTA DE ROCK,,LIRA FILMES PRODUÇÕES LTDA ME,BRASIL,82,2023
LULU FEMME NUE,"LULU, NUA E CRUA",CIRCUITO CINEARTE LTDA,FRANÇA,8061,"2015, 2016"
LUMIÉRE!,LUMIÈRE! A AVENTURA COMEÇA,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,5947,"2017, 2018"
LUNA,,CINEMATOGRÁFICA DISTRIBUIDORA DE FILMES LTDA,BRASIL,1018,2019
"LUNANA, A YAK IN THECLASSROOM",A FELICIDADE DAS PEQUENAS COISAS,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BUTÃO,20278,"2022, 2023"
LUNE DE MIEL,MINHA LUA DE MEL POLONESA,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,7597,2019
LUPICÍNIO RODRIGUES - CONFISSÕES DE UM SOFREDOR,,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,1675,2024
LUPICÍNIO RODRIGUES POR EDUARDO CANTO E ROBERTO MENESCAL,,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,207,2024
"LUTAR, LUTAR, LUTAR",,EMBAUBA FILMES LTDA,BRASIL,9586,"2021, 2022"
LUZ NOS TRÓPICOS,,DESCOLONIZA FILMES E PRODUCOES ARTISTICAS EIRELI,BRASIL,382,"2023, 2024"
"LYGIA, UMA ESCRITORA BRASILEIRA",,FUND PE ANCHIETA CENTRO PAULISTA RADIO E TV EDUCATIVAS,BRASIL,783,2017
"LYLE, LYLE, CROCODILE","LILO, LILO, CROCODILO",COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,344018,"2022, 2023"
L´ORDINE DEL TEMPO,A ORDEM DO TEMPO,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,ITÁLIA,5189,2024
L´UOMO DEL LABIRINTO,O LABIRINTO,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,ITÁLIA,2200,2021
LÔ BORGES – TODA ESSA ÁGUA,,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,BRASIL,49,2023
L’OMBRE DES FEMMES,À SOMBRA DE DUAS MULHERES,TUCUMÁN DISTRIBUIDORA DE FILMES LTDA,FRANÇA,4475,2018
M3GAN,M3GAN,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,1763025,2023
M8,,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,8991,"2020, 2021"
MA,MA,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,ESTADOS UNIDOS,35384,2019
MA VIE DE COURGETTE,MINHA VIDA DE ABOBRINHA,ANTONIO FERNANDES FILMES LTDA,SUÍÇA,2185,2017
MACABRO,,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BRASIL,85,2020
MACACO TIÃO - O CANDIDATO DO POVO,,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,BRASIL,86,"2017, 2018"
MACBETH,MACBETH: AMBIÇÃO E GUERRA,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,FRANÇA,56719,"2015, 2016"
MAD MAX,MAD MAX,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,816,"2015, 2016"
MAD MAX 2,MAD MAX 2 - A CAÇADA CONTINUA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,536,2015
MAD MAX: FURY ROAD,MAD MAX: ESTRADA DA FÚRIA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,2236394,"2015, 2016, 2020"
MADAGASCAR 3: EUROPES'S MOST WANTED,MADAGASCAR 3: OS PROCURADOS,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,921,2024
MADALENA,,VITRINE FILMES LTDA,BRASIL,292,"2021, 2022"
MADAME,,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,BRASIL,116,"2020, 2023, 2024"
MADAME,MADAME,ANTONIO FERNANDES FILMES LTDA,FRANÇA,41403,2018
MADAME SATÃ,,VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA,BRASIL,32,2014
MADAME WEB,MADAME TEIA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,1130056,2024
MADE IN CHINA,,H2O DISTRIBUIDORA DE FILMES LTDA,BRASIL,371405,"2014, 2015"
MADE IN ITALY,DE VOLTA À ITÁLIA,ANTONIO FERNANDES FILMES LTDA,ITÁLIA,4469,2021
MADE IN ITALY,MADE IN ITALY,CIRCUITO CINEARTE LTDA,ITÁLIA,4873,2019
"MADEA FAMILY FUNERAL, A",UM FUNERAL EM FAMÍLIA,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,2094,2019
MADELEINE COLLINS,O SEGREDO DE MADELEINE COLLINS,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,BÉLGICA,1751,2022
MADEMOISELLE PARADIS,SENHORITA PARADIS,A2 DISTRIBUIDORA DE FILMES LTDA EPP,ALEMANHA,8558,2019
